item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM09374,TXN03132,PROD0235,3,987.89,5,2815.49
ITEM09375,TXN03132,PROD0071,1,701.14,15,595.97
ITEM09376,TXN03133,PROD0163,2,49.58,10,89.24
ITEM09377,TXN03134,PROD0441,2,488.36,10,879.05
ITEM09378,TXN03134,PROD0226,3,949.27,10,2563.03
ITEM09379,TXN03134,PROD0153,3,399.91,15,1019.77
ITEM09380,TXN03134,PROD0163,3,49.58,0,148.74
ITEM09381,TXN03135,PROD0454,2,945.44,5,1796.34
ITEM09382,TXN03135,PROD0062,2,745.22,5,1415.92
ITEM09383,TXN03135,PROD0301,3,520.28,10,1404.76
ITEM09384,TXN03136,PROD0348,1,390.6,5,371.07
ITEM09385,TXN03136,PROD0384,2,280.02,15,476.03
ITEM09386,TXN03136,PROD0113,3,284.22,0,852.66
ITEM09387,TXN03137,PROD0278,3,218.09,0,654.27
ITEM09388,TXN03137,PROD0316,1,107.12,0,107.12
ITEM09389,TXN03137,PROD0075,2,810.96,10,1459.73
ITEM09390,TXN03137,PROD0276,1,384.06,5,364.86
ITEM09391,TXN03137,PROD0458,2,132.81,15,225.78
ITEM09392,TXN03138,PROD0100,3,662.62,10,1789.07
ITEM09393,TXN03138,PROD0230,3,549.41,0,1648.23
ITEM09394,TXN03138,PROD0248,1,45.98,10,41.38
ITEM09395,TXN03139,PROD0306,2,253.88,10,456.98
ITEM09396,TXN03139,PROD0116,2,726.92,10,1308.46
ITEM09397,TXN03139,PROD0399,1,483.46,15,410.94
ITEM09398,TXN03139,PROD0258,3,831.68,0,2495.04
ITEM09399,TXN03140,PROD0182,3,230.58,10,622.57
ITEM09400,TXN03140,PROD0103,2,505.34,15,859.08
ITEM09401,TXN03140,PROD0337,1,118.81,15,100.99
ITEM09402,TXN03141,PROD0338,2,154.6,15,262.82
ITEM09403,TXN03141,PROD0257,1,464.82,5,441.58
ITEM09404,TXN03141,PROD0032,2,818.7,5,1555.53
ITEM09405,TXN03141,PROD0121,3,839.65,15,2141.11
ITEM09406,TXN03141,PROD0161,1,462.24,15,392.9
ITEM09407,TXN03142,PROD0296,3,526.13,10,1420.55
ITEM09408,TXN03143,PROD0425,1,935.74,0,935.74
ITEM09409,TXN03143,PROD0287,2,566.71,0,1133.42
ITEM09410,TXN03144,PROD0487,2,231.32,5,439.51
ITEM09411,TXN03145,PROD0405,1,480.55,5,456.52
ITEM09412,TXN03146,PROD0134,1,164.37,0,164.37
ITEM09413,TXN03146,PROD0095,2,455.9,0,911.8
ITEM09414,TXN03146,PROD0353,3,726.42,5,2070.3
ITEM09415,TXN03147,PROD0229,3,155.75,0,467.25
ITEM09416,TXN03147,PROD0480,2,233.37,15,396.73
ITEM09417,TXN03147,PROD0442,1,778.08,10,700.27
ITEM09418,TXN03147,PROD0453,2,888.1,15,1509.77
ITEM09419,TXN03148,PROD0175,3,483.24,0,1449.72
ITEM09420,TXN03148,PROD0366,3,130.13,10,351.35
ITEM09421,TXN03148,PROD0205,1,532.49,0,532.49
ITEM09422,TXN03149,PROD0159,3,755.69,0,2267.07
ITEM09423,TXN03149,PROD0085,3,223.01,15,568.68
ITEM09424,TXN03149,PROD0004,3,972.59,10,2625.99
ITEM09425,TXN03149,PROD0204,3,403.14,0,1209.42
ITEM09426,TXN03149,PROD0028,2,442.45,0,884.9
ITEM09427,TXN03150,PROD0231,2,450.47,10,810.85
ITEM09428,TXN03150,PROD0188,2,346.51,15,589.07
ITEM09429,TXN03150,PROD0251,1,349.16,0,349.16
ITEM09430,TXN03150,PROD0172,3,102.62,10,277.07
ITEM09431,TXN03151,PROD0207,3,714.14,0,2142.42
ITEM09432,TXN03151,PROD0338,3,154.6,15,394.23
ITEM09433,TXN03152,PROD0197,3,788.47,5,2247.14
ITEM09434,TXN03152,PROD0199,2,179.46,15,305.08
ITEM09435,TXN03152,PROD0159,3,755.69,0,2267.07
ITEM09436,TXN03153,PROD0374,3,882.08,10,2381.62
ITEM09437,TXN03153,PROD0043,1,680.55,0,680.55
ITEM09438,TXN03153,PROD0056,2,313.61,15,533.14
ITEM09439,TXN03153,PROD0413,1,403.25,10,362.93
ITEM09440,TXN03153,PROD0194,1,310.28,15,263.74
ITEM09441,TXN03154,PROD0196,1,865.4,0,865.4
ITEM09442,TXN03154,PROD0056,1,313.61,15,266.57
ITEM09443,TXN03155,PROD0480,1,233.37,5,221.7
ITEM09444,TXN03155,PROD0125,2,651.06,0,1302.12
ITEM09445,TXN03156,PROD0405,3,480.55,15,1225.4
ITEM09446,TXN03156,PROD0299,2,356.54,0,713.08
ITEM09447,TXN03157,PROD0060,3,661.12,0,1983.36
ITEM09448,TXN03157,PROD0097,1,242.67,10,218.4
ITEM09449,TXN03158,PROD0277,3,592.97,10,1601.02
ITEM09450,TXN03158,PROD0357,1,564.93,15,480.19
ITEM09451,TXN03158,PROD0197,2,788.47,5,1498.09
ITEM09452,TXN03158,PROD0472,3,618.74,0,1856.22
ITEM09453,TXN03159,PROD0384,2,280.02,0,560.04
ITEM09454,TXN03160,PROD0141,3,98.84,10,266.87
ITEM09455,TXN03160,PROD0418,1,571.24,10,514.12
ITEM09456,TXN03160,PROD0246,3,72.76,15,185.54
ITEM09457,TXN03160,PROD0230,2,549.41,15,934.0
ITEM09458,TXN03160,PROD0215,3,602.14,15,1535.46
ITEM09459,TXN03161,PROD0107,2,712.19,5,1353.16
ITEM09460,TXN03161,PROD0306,3,253.88,10,685.48
ITEM09461,TXN03161,PROD0059,2,565.34,15,961.08
ITEM09462,TXN03161,PROD0301,2,520.28,10,936.5
ITEM09463,TXN03162,PROD0320,3,144.29,0,432.87
ITEM09464,TXN03162,PROD0253,3,920.19,10,2484.51
ITEM09465,TXN03162,PROD0390,3,830.71,0,2492.13
ITEM09466,TXN03162,PROD0265,1,65.31,15,55.51
ITEM09467,TXN03163,PROD0035,2,965.08,10,1737.14
ITEM09468,TXN03164,PROD0353,3,726.42,15,1852.37
ITEM09469,TXN03164,PROD0404,1,11.63,10,10.47
ITEM09470,TXN03164,PROD0477,2,720.36,15,1224.61
ITEM09471,TXN03164,PROD0241,1,781.5,5,742.42
ITEM09472,TXN03164,PROD0466,2,736.89,10,1326.4
ITEM09473,TXN03165,PROD0496,2,567.33,10,1021.19
ITEM09474,TXN03165,PROD0163,3,49.58,0,148.74
ITEM09475,TXN03165,PROD0084,1,566.55,15,481.57
ITEM09476,TXN03165,PROD0456,3,802.21,15,2045.64
ITEM09477,TXN03165,PROD0075,1,810.96,10,729.86
ITEM09478,TXN03166,PROD0352,3,217.27,5,619.22
ITEM09479,TXN03167,PROD0360,1,444.92,5,422.67
ITEM09480,TXN03168,PROD0028,1,442.45,10,398.2
ITEM09481,TXN03168,PROD0169,3,687.49,5,1959.35
ITEM09482,TXN03168,PROD0215,3,602.14,15,1535.46
ITEM09483,TXN03168,PROD0021,3,208.72,15,532.24
ITEM09484,TXN03169,PROD0157,1,756.1,15,642.69
ITEM09485,TXN03169,PROD0072,3,725.32,10,1958.36
ITEM09486,TXN03169,PROD0042,1,868.46,5,825.04
ITEM09487,TXN03170,PROD0239,1,943.51,5,896.33
ITEM09488,TXN03170,PROD0046,3,76.91,5,219.19
ITEM09489,TXN03170,PROD0180,1,775.03,5,736.28
ITEM09490,TXN03171,PROD0005,3,948.88,10,2561.98
ITEM09491,TXN03171,PROD0320,1,144.29,10,129.86
ITEM09492,TXN03172,PROD0087,2,590.32,5,1121.61
ITEM09493,TXN03172,PROD0375,3,608.3,10,1642.41
ITEM09494,TXN03172,PROD0169,3,687.49,5,1959.35
ITEM09495,TXN03172,PROD0200,2,343.95,5,653.5
ITEM09496,TXN03172,PROD0458,3,132.81,10,358.59
ITEM09497,TXN03173,PROD0375,1,608.3,5,577.88
ITEM09498,TXN03173,PROD0112,3,370.36,5,1055.53
ITEM09499,TXN03174,PROD0277,3,592.97,5,1689.96
ITEM09500,TXN03174,PROD0381,1,145.11,0,145.11
ITEM09501,TXN03174,PROD0481,3,18.16,0,54.48
ITEM09502,TXN03174,PROD0163,1,49.58,10,44.62
ITEM09503,TXN03174,PROD0113,2,284.22,5,540.02
ITEM09504,TXN03175,PROD0339,2,853.87,5,1622.35
ITEM09505,TXN03176,PROD0479,2,469.22,5,891.52
ITEM09506,TXN03177,PROD0147,2,23.44,10,42.19
ITEM09507,TXN03177,PROD0084,1,566.55,0,566.55
ITEM09508,TXN03177,PROD0493,3,868.66,0,2605.98
ITEM09509,TXN03177,PROD0435,3,295.42,15,753.32
ITEM09510,TXN03177,PROD0396,1,321.65,0,321.65
ITEM09511,TXN03178,PROD0323,3,528.15,0,1584.45
ITEM09512,TXN03178,PROD0011,3,832.8,10,2248.56
ITEM09513,TXN03179,PROD0418,2,571.24,10,1028.23
ITEM09514,TXN03179,PROD0263,1,580.62,5,551.59
ITEM09515,TXN03179,PROD0386,2,385.56,10,694.01
ITEM09516,TXN03180,PROD0094,3,802.82,5,2288.04
ITEM09517,TXN03180,PROD0465,2,232.14,15,394.64
ITEM09518,TXN03180,PROD0252,1,411.68,10,370.51
ITEM09519,TXN03180,PROD0267,1,635.33,5,603.56
ITEM09520,TXN03180,PROD0020,2,759.91,10,1367.84
ITEM09521,TXN03181,PROD0233,2,182.18,10,327.92
ITEM09522,TXN03181,PROD0300,2,553.53,0,1107.06
ITEM09523,TXN03181,PROD0253,3,920.19,15,2346.48
ITEM09524,TXN03181,PROD0069,2,484.72,0,969.44
ITEM09525,TXN03181,PROD0078,1,548.69,10,493.82
ITEM09526,TXN03182,PROD0352,3,217.27,0,651.81
ITEM09527,TXN03182,PROD0130,2,747.39,0,1494.78
ITEM09528,TXN03182,PROD0228,3,119.3,10,322.11
ITEM09529,TXN03182,PROD0370,1,945.71,15,803.85
ITEM09530,TXN03183,PROD0378,1,904.99,0,904.99
ITEM09531,TXN03183,PROD0175,2,483.24,15,821.51
ITEM09532,TXN03183,PROD0478,3,753.51,10,2034.48
ITEM09533,TXN03183,PROD0381,2,145.11,5,275.71
ITEM09534,TXN03183,PROD0081,1,90.62,15,77.03
ITEM09535,TXN03184,PROD0324,1,352.91,15,299.97
ITEM09536,TXN03184,PROD0439,2,989.44,10,1780.99
ITEM09537,TXN03184,PROD0428,3,12.17,0,36.51
ITEM09538,TXN03184,PROD0047,1,344.57,5,327.34
ITEM09539,TXN03185,PROD0306,3,253.88,5,723.56
ITEM09540,TXN03185,PROD0437,3,473.06,10,1277.26
ITEM09541,TXN03185,PROD0300,3,553.53,15,1411.5
ITEM09542,TXN03186,PROD0431,3,308.25,0,924.75
ITEM09543,TXN03186,PROD0069,1,484.72,15,412.01
ITEM09544,TXN03186,PROD0380,1,291.69,0,291.69
ITEM09545,TXN03187,PROD0163,1,49.58,15,42.14
ITEM09546,TXN03187,PROD0396,1,321.65,5,305.57
ITEM09547,TXN03188,PROD0412,1,298.81,10,268.93
ITEM09548,TXN03189,PROD0467,3,477.42,10,1289.03
ITEM09549,TXN03190,PROD0170,3,195.7,10,528.39
ITEM09550,TXN03190,PROD0042,1,868.46,5,825.04
ITEM09551,TXN03190,PROD0108,2,282.36,10,508.25
ITEM09552,TXN03191,PROD0104,1,253.34,5,240.67
ITEM09553,TXN03191,PROD0141,3,98.84,10,266.87
ITEM09554,TXN03191,PROD0279,1,977.81,15,831.14
ITEM09555,TXN03191,PROD0361,1,605.69,5,575.41
ITEM09556,TXN03192,PROD0364,1,544.4,5,517.18
ITEM09557,TXN03192,PROD0352,1,217.27,0,217.27
ITEM09558,TXN03192,PROD0143,2,975.73,0,1951.46
ITEM09559,TXN03192,PROD0331,3,933.46,15,2380.32
ITEM09560,TXN03192,PROD0031,2,968.16,10,1742.69
ITEM09561,TXN03193,PROD0090,3,118.13,0,354.39
ITEM09562,TXN03193,PROD0402,3,625.74,10,1689.5
ITEM09563,TXN03193,PROD0222,1,620.13,5,589.12
ITEM09564,TXN03193,PROD0365,2,177.53,15,301.8
ITEM09565,TXN03194,PROD0333,1,174.31,0,174.31
ITEM09566,TXN03194,PROD0002,2,675.27,15,1147.96
ITEM09567,TXN03194,PROD0483,2,278.51,15,473.47
ITEM09568,TXN03194,PROD0424,3,383.56,10,1035.61
ITEM09569,TXN03195,PROD0067,2,935.05,10,1683.09
ITEM09570,TXN03195,PROD0087,1,590.32,5,560.8
ITEM09571,TXN03195,PROD0127,2,272.46,0,544.92
ITEM09572,TXN03195,PROD0252,3,411.68,0,1235.04
ITEM09573,TXN03196,PROD0439,3,989.44,10,2671.49
ITEM09574,TXN03196,PROD0219,2,331.35,0,662.7
ITEM09575,TXN03196,PROD0309,1,314.05,0,314.05
ITEM09576,TXN03197,PROD0416,3,690.86,10,1865.32
ITEM09577,TXN03197,PROD0456,1,802.21,0,802.21
ITEM09578,TXN03197,PROD0133,1,13.83,5,13.14
ITEM09579,TXN03197,PROD0392,2,360.76,5,685.44
ITEM09580,TXN03197,PROD0322,2,906.19,5,1721.76
ITEM09581,TXN03198,PROD0282,2,102.74,15,174.66
ITEM09582,TXN03199,PROD0224,3,848.09,0,2544.27
ITEM09583,TXN03200,PROD0199,1,179.46,5,170.49
ITEM09584,TXN03200,PROD0261,3,985.43,0,2956.29
ITEM09585,TXN03200,PROD0115,1,941.17,5,894.11
ITEM09586,TXN03200,PROD0074,2,53.77,5,102.16
ITEM09587,TXN03200,PROD0452,2,826.46,5,1570.27
ITEM09588,TXN03201,PROD0073,3,122.34,5,348.67
ITEM09589,TXN03201,PROD0321,2,592.07,0,1184.14
ITEM09590,TXN03201,PROD0455,2,774.04,10,1393.27
ITEM09591,TXN03201,PROD0370,1,945.71,5,898.42
ITEM09592,TXN03202,PROD0253,3,920.19,15,2346.48
ITEM09593,TXN03203,PROD0481,2,18.16,15,30.87
ITEM09594,TXN03203,PROD0462,1,595.47,0,595.47
ITEM09595,TXN03203,PROD0315,1,984.29,10,885.86
ITEM09596,TXN03204,PROD0267,1,635.33,5,603.56
ITEM09597,TXN03204,PROD0346,3,759.1,15,1935.71
ITEM09598,TXN03204,PROD0362,3,786.54,15,2005.68
ITEM09599,TXN03204,PROD0138,1,72.1,10,64.89
ITEM09600,TXN03205,PROD0380,3,291.69,15,743.81
ITEM09601,TXN03205,PROD0451,3,184.57,10,498.34
ITEM09602,TXN03205,PROD0410,1,383.54,10,345.19
ITEM09603,TXN03206,PROD0319,1,234.95,15,199.71
ITEM09604,TXN03206,PROD0386,3,385.56,5,1098.85
ITEM09605,TXN03206,PROD0003,1,768.81,5,730.37
ITEM09606,TXN03207,PROD0216,2,132.87,15,225.88
ITEM09607,TXN03208,PROD0028,1,442.45,10,398.2
ITEM09608,TXN03208,PROD0261,3,985.43,5,2808.48
ITEM09609,TXN03208,PROD0369,1,113.81,5,108.12
ITEM09610,TXN03208,PROD0357,1,564.93,5,536.68
ITEM09611,TXN03209,PROD0053,2,543.81,5,1033.24
ITEM09612,TXN03209,PROD0080,3,387.78,5,1105.17
ITEM09613,TXN03209,PROD0404,2,11.63,5,22.1
ITEM09614,TXN03210,PROD0305,1,70.1,5,66.59
ITEM09615,TXN03210,PROD0193,3,539.36,5,1537.18
ITEM09616,TXN03210,PROD0114,1,932.18,10,838.96
ITEM09617,TXN03210,PROD0304,2,713.36,15,1212.71
ITEM09618,TXN03210,PROD0183,2,353.58,5,671.8
ITEM09619,TXN03211,PROD0429,1,748.08,5,710.68
ITEM09620,TXN03212,PROD0025,2,440.33,0,880.66
ITEM09621,TXN03212,PROD0269,2,584.49,5,1110.53
ITEM09622,TXN03212,PROD0304,1,713.36,5,677.69
ITEM09623,TXN03213,PROD0219,2,331.35,0,662.7
ITEM09624,TXN03213,PROD0156,3,111.61,0,334.83
ITEM09625,TXN03213,PROD0342,2,712.32,0,1424.64
ITEM09626,TXN03213,PROD0283,1,466.16,5,442.85
ITEM09627,TXN03214,PROD0371,1,112.46,15,95.59
ITEM09628,TXN03215,PROD0121,3,839.65,15,2141.11
ITEM09629,TXN03216,PROD0030,1,694.89,0,694.89
ITEM09630,TXN03216,PROD0023,3,375.5,10,1013.85
ITEM09631,TXN03216,PROD0425,1,935.74,5,888.95
ITEM09632,TXN03216,PROD0060,2,661.12,5,1256.13
ITEM09633,TXN03217,PROD0339,2,853.87,5,1622.35
ITEM09634,TXN03217,PROD0337,1,118.81,10,106.93
ITEM09635,TXN03217,PROD0057,3,988.43,15,2520.5
ITEM09636,TXN03218,PROD0194,3,310.28,0,930.84
ITEM09637,TXN03218,PROD0313,1,965.43,0,965.43
ITEM09638,TXN03218,PROD0430,2,242.74,10,436.93
ITEM09639,TXN03218,PROD0112,1,370.36,10,333.32
ITEM09640,TXN03218,PROD0232,3,996.07,15,2539.98
ITEM09641,TXN03219,PROD0446,1,839.99,0,839.99
ITEM09642,TXN03219,PROD0499,3,642.02,15,1637.15
ITEM09643,TXN03219,PROD0079,2,778.86,0,1557.72
ITEM09644,TXN03219,PROD0098,3,682.61,5,1945.44
ITEM09645,TXN03219,PROD0495,3,20.34,0,61.02
ITEM09646,TXN03220,PROD0326,3,484.03,10,1306.88
ITEM09647,TXN03220,PROD0485,2,342.1,10,615.78
ITEM09648,TXN03220,PROD0053,2,543.81,10,978.86
ITEM09649,TXN03221,PROD0088,3,468.3,10,1264.41
ITEM09650,TXN03222,PROD0125,2,651.06,0,1302.12
ITEM09651,TXN03222,PROD0401,3,60.82,5,173.34
ITEM09652,TXN03222,PROD0264,2,869.86,15,1478.76
ITEM09653,TXN03223,PROD0423,2,342.61,0,685.22
ITEM09654,TXN03224,PROD0137,1,11.72,10,10.55
ITEM09655,TXN03225,PROD0300,3,553.53,15,1411.5
ITEM09656,TXN03225,PROD0461,2,872.55,0,1745.1
ITEM09657,TXN03225,PROD0188,1,346.51,5,329.18
ITEM09658,TXN03225,PROD0105,3,34.2,10,92.34
ITEM09659,TXN03225,PROD0309,2,314.05,5,596.7
ITEM09660,TXN03226,PROD0005,2,948.88,10,1707.98
ITEM09661,TXN03226,PROD0330,2,244.22,15,415.17
ITEM09662,TXN03226,PROD0159,1,755.69,10,680.12
ITEM09663,TXN03226,PROD0441,3,488.36,0,1465.08
ITEM09664,TXN03226,PROD0281,3,590.35,15,1505.39
ITEM09665,TXN03227,PROD0190,1,958.58,5,910.65
ITEM09666,TXN03227,PROD0215,2,602.14,10,1083.85
ITEM09667,TXN03227,PROD0323,3,528.15,5,1505.23
ITEM09668,TXN03227,PROD0012,2,669.95,0,1339.9
ITEM09669,TXN03228,PROD0396,2,321.65,5,611.13
ITEM09670,TXN03228,PROD0375,2,608.3,15,1034.11
ITEM09671,TXN03228,PROD0282,1,102.74,15,87.33
ITEM09672,TXN03229,PROD0237,1,370.55,0,370.55
ITEM09673,TXN03229,PROD0169,2,687.49,15,1168.73
ITEM09674,TXN03229,PROD0100,2,662.62,0,1325.24
ITEM09675,TXN03229,PROD0396,2,321.65,5,611.13
ITEM09676,TXN03229,PROD0147,2,23.44,5,44.54
ITEM09677,TXN03230,PROD0454,1,945.44,5,898.17
ITEM09678,TXN03230,PROD0048,3,773.64,15,1972.78
ITEM09679,TXN03230,PROD0013,1,905.45,15,769.63
ITEM09680,TXN03231,PROD0423,2,342.61,15,582.44
ITEM09681,TXN03231,PROD0149,2,723.11,5,1373.91
ITEM09682,TXN03232,PROD0470,1,710.9,15,604.26
ITEM09683,TXN03232,PROD0432,2,987.79,10,1778.02
ITEM09684,TXN03232,PROD0090,2,118.13,5,224.45
ITEM09685,TXN03232,PROD0372,1,567.75,10,510.98
ITEM09686,TXN03232,PROD0293,3,813.28,10,2195.86
ITEM09687,TXN03233,PROD0300,2,553.53,5,1051.71
ITEM09688,TXN03233,PROD0476,2,615.75,15,1046.77
ITEM09689,TXN03233,PROD0115,1,941.17,0,941.17
ITEM09690,TXN03234,PROD0055,2,334.48,15,568.62
ITEM09691,TXN03234,PROD0178,2,70.42,5,133.8
ITEM09692,TXN03235,PROD0163,2,49.58,10,89.24
ITEM09693,TXN03235,PROD0181,2,632.59,10,1138.66
ITEM09694,TXN03235,PROD0190,3,958.58,10,2588.17
ITEM09695,TXN03235,PROD0500,2,580.57,0,1161.14
ITEM09696,TXN03236,PROD0181,1,632.59,0,632.59
ITEM09697,TXN03236,PROD0138,1,72.1,0,72.1
ITEM09698,TXN03236,PROD0403,2,266.62,15,453.25
ITEM09699,TXN03236,PROD0160,1,988.58,0,988.58
ITEM09700,TXN03237,PROD0184,3,206.98,5,589.89
ITEM09701,TXN03238,PROD0356,1,417.52,0,417.52
ITEM09702,TXN03239,PROD0155,2,308.5,10,555.3
ITEM09703,TXN03239,PROD0289,1,513.58,10,462.22
ITEM09704,TXN03239,PROD0202,3,994.96,10,2686.39
ITEM09705,TXN03239,PROD0390,2,830.71,10,1495.28
ITEM09706,TXN03239,PROD0085,1,223.01,15,189.56
ITEM09707,TXN03240,PROD0298,1,709.14,10,638.23
ITEM09708,TXN03240,PROD0276,3,384.06,0,1152.18
ITEM09709,TXN03241,PROD0222,3,620.13,5,1767.37
ITEM09710,TXN03241,PROD0034,1,636.05,5,604.25
ITEM09711,TXN03241,PROD0378,3,904.99,0,2714.97
ITEM09712,TXN03241,PROD0270,1,747.82,10,673.04
ITEM09713,TXN03242,PROD0038,2,961.65,0,1923.3
ITEM09714,TXN03242,PROD0480,2,233.37,10,420.07
ITEM09715,TXN03243,PROD0329,1,137.43,10,123.69
ITEM09716,TXN03243,PROD0444,1,767.83,5,729.44
ITEM09717,TXN03243,PROD0419,3,941.37,0,2824.11
ITEM09718,TXN03243,PROD0011,3,832.8,10,2248.56
ITEM09719,TXN03244,PROD0195,2,31.26,10,56.27
ITEM09720,TXN03244,PROD0189,1,743.08,5,705.93
ITEM09721,TXN03244,PROD0275,2,607.77,0,1215.54
ITEM09722,TXN03244,PROD0041,2,756.23,10,1361.21
ITEM09723,TXN03244,PROD0222,1,620.13,0,620.13
ITEM09724,TXN03245,PROD0352,3,217.27,0,651.81
ITEM09725,TXN03245,PROD0442,1,778.08,5,739.18
ITEM09726,TXN03246,PROD0282,3,102.74,5,292.81
ITEM09727,TXN03246,PROD0020,2,759.91,0,1519.82
ITEM09728,TXN03247,PROD0385,2,319.77,10,575.59
ITEM09729,TXN03247,PROD0180,2,775.03,0,1550.06
ITEM09730,TXN03248,PROD0164,3,518.71,5,1478.32
ITEM09731,TXN03248,PROD0190,3,958.58,5,2731.95
ITEM09732,TXN03248,PROD0283,1,466.16,5,442.85
ITEM09733,TXN03248,PROD0178,1,70.42,10,63.38
ITEM09734,TXN03249,PROD0015,2,227.2,0,454.4
ITEM09735,TXN03250,PROD0308,2,86.3,5,163.97
ITEM09736,TXN03251,PROD0230,1,549.41,0,549.41
ITEM09737,TXN03251,PROD0270,3,747.82,0,2243.46
ITEM09738,TXN03251,PROD0142,3,474.28,10,1280.56
ITEM09739,TXN03251,PROD0097,2,242.67,5,461.07
ITEM09740,TXN03252,PROD0209,2,241.69,10,435.04
ITEM09741,TXN03252,PROD0262,3,189.9,0,569.7
ITEM09742,TXN03252,PROD0354,2,284.09,5,539.77
ITEM09743,TXN03253,PROD0453,3,888.1,0,2664.3
ITEM09744,TXN03253,PROD0168,1,426.12,15,362.2
ITEM09745,TXN03253,PROD0331,3,933.46,10,2520.34
ITEM09746,TXN03253,PROD0308,2,86.3,10,155.34
ITEM09747,TXN03253,PROD0141,2,98.84,15,168.03
ITEM09748,TXN03254,PROD0379,3,907.06,10,2449.06
ITEM09749,TXN03255,PROD0020,2,759.91,5,1443.83
ITEM09750,TXN03255,PROD0174,2,468.0,5,889.2
ITEM09751,TXN03255,PROD0470,2,710.9,5,1350.71
ITEM09752,TXN03256,PROD0413,2,403.25,10,725.85
ITEM09753,TXN03257,PROD0053,1,543.81,15,462.24
ITEM09754,TXN03257,PROD0091,1,522.05,0,522.05
ITEM09755,TXN03258,PROD0322,1,906.19,5,860.88
ITEM09756,TXN03258,PROD0392,2,360.76,15,613.29
ITEM09757,TXN03259,PROD0199,2,179.46,15,305.08
ITEM09758,TXN03259,PROD0031,2,968.16,5,1839.5
ITEM09759,TXN03259,PROD0212,3,869.86,10,2348.62
ITEM09760,TXN03259,PROD0344,1,677.33,5,643.46
ITEM09761,TXN03260,PROD0166,1,438.69,10,394.82
ITEM09762,TXN03260,PROD0098,3,682.61,0,2047.83
ITEM09763,TXN03260,PROD0162,2,232.83,15,395.81
ITEM09764,TXN03260,PROD0293,3,813.28,10,2195.86
ITEM09765,TXN03260,PROD0474,3,416.08,0,1248.24
ITEM09766,TXN03261,PROD0134,3,164.37,10,443.8
ITEM09767,TXN03262,PROD0441,1,488.36,10,439.52
ITEM09768,TXN03262,PROD0087,1,590.32,10,531.29
ITEM09769,TXN03262,PROD0012,2,669.95,0,1339.9
ITEM09770,TXN03263,PROD0363,2,964.25,0,1928.5
ITEM09771,TXN03263,PROD0095,2,455.9,5,866.21
ITEM09772,TXN03264,PROD0168,2,426.12,10,767.02
ITEM09773,TXN03264,PROD0172,1,102.62,5,97.49
ITEM09774,TXN03264,PROD0205,1,532.49,0,532.49
ITEM09775,TXN03265,PROD0343,1,286.73,5,272.39
ITEM09776,TXN03265,PROD0109,2,290.55,5,552.04
ITEM09777,TXN03265,PROD0284,2,890.71,5,1692.35
ITEM09778,TXN03265,PROD0344,2,677.33,5,1286.93
ITEM09779,TXN03265,PROD0350,3,28.0,10,75.6
ITEM09780,TXN03266,PROD0223,2,757.35,5,1438.96
ITEM09781,TXN03266,PROD0230,2,549.41,0,1098.82
ITEM09782,TXN03266,PROD0171,3,232.02,0,696.06
ITEM09783,TXN03266,PROD0082,3,483.35,10,1305.05
ITEM09784,TXN03266,PROD0499,1,642.02,0,642.02
ITEM09785,TXN03267,PROD0421,1,285.61,15,242.77
ITEM09786,TXN03267,PROD0143,1,975.73,10,878.16
ITEM09787,TXN03268,PROD0020,1,759.91,0,759.91
ITEM09788,TXN03268,PROD0234,1,969.77,5,921.28
ITEM09789,TXN03268,PROD0165,2,41.35,5,78.56
ITEM09790,TXN03268,PROD0035,1,965.08,5,916.83
ITEM09791,TXN03268,PROD0438,2,560.9,10,1009.62
ITEM09792,TXN03269,PROD0220,2,362.33,5,688.43
ITEM09793,TXN03269,PROD0310,3,23.3,15,59.42
ITEM09794,TXN03269,PROD0034,2,636.05,0,1272.1
ITEM09795,TXN03269,PROD0302,2,507.96,15,863.53
ITEM09796,TXN03269,PROD0019,1,696.58,0,696.58
ITEM09797,TXN03270,PROD0457,3,942.47,5,2686.04
ITEM09798,TXN03270,PROD0136,2,930.82,5,1768.56
ITEM09799,TXN03271,PROD0261,1,985.43,0,985.43
ITEM09800,TXN03271,PROD0334,3,47.04,5,134.06
ITEM09801,TXN03271,PROD0447,3,758.49,0,2275.47
ITEM09802,TXN03271,PROD0323,3,528.15,10,1426.0
ITEM09803,TXN03271,PROD0397,3,742.04,10,2003.51
ITEM09804,TXN03272,PROD0320,2,144.29,15,245.29
ITEM09805,TXN03272,PROD0029,1,214.16,0,214.16
ITEM09806,TXN03272,PROD0052,2,527.52,5,1002.29
ITEM09807,TXN03273,PROD0120,1,606.75,10,546.08
ITEM09808,TXN03273,PROD0465,2,232.14,5,441.07
ITEM09809,TXN03273,PROD0054,1,758.71,15,644.9
ITEM09810,TXN03273,PROD0346,2,759.1,0,1518.2
ITEM09811,TXN03273,PROD0330,3,244.22,10,659.39
ITEM09812,TXN03274,PROD0481,2,18.16,15,30.87
ITEM09813,TXN03274,PROD0165,2,41.35,5,78.56
ITEM09814,TXN03275,PROD0246,3,72.76,10,196.45
ITEM09815,TXN03275,PROD0041,3,756.23,0,2268.69
ITEM09816,TXN03275,PROD0159,2,755.69,0,1511.38
ITEM09817,TXN03275,PROD0250,3,438.96,0,1316.88
ITEM09818,TXN03275,PROD0186,2,620.38,5,1178.72
